model,layer_name,layer_key,shape,numel,official_threshold_2048_backend,valid_full_cuda_backend,fallback_reason_official,guard_status,dtype_ok,contiguous_ok,shape_supported,state_owner_stable,q8_supported,rel_l2_contribution,payload_bytes,estimated_time_ms
resnet50,layer2.0.conv1.weight,layer2.0.conv1.weight|torch.float32|128x256x1x1,128x256x1x1,32768,cuda,cuda,,pass,True,True,True,True,True,0.000634321,32768,0.015624
resnet50,layer2.0.bn1.weight,layer2.0.bn1.weight|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002543,128,0.043059
resnet50,layer2.0.bn1.bias,layer2.0.bn1.bias|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002671,128,0.043059
resnet50,layer2.0.conv2.weight,layer2.0.conv2.weight|torch.float32|128x128x3x3,128x128x3x3,147456,cuda,cuda,,pass,True,True,True,True,True,0.001443780,147456,0.070309
resnet50,layer2.0.bn2.weight,layer2.0.bn2.weight|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003119,128,0.043059
resnet50,layer2.0.bn2.bias,layer2.0.bn2.bias|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000003019,128,0.043059
resnet50,layer2.0.conv3.weight,layer2.0.conv3.weight|torch.float32|512x128x1x1,512x128x1x1,65536,cuda,cuda,,pass,True,True,True,True,True,0.000938104,65536,0.031249
resnet50,layer2.0.bn3.weight,layer2.0.bn3.weight|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000007328,512,0.172236
resnet50,layer2.0.bn3.bias,layer2.0.bn3.bias|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000006468,512,0.172236
resnet50,layer2.0.shortcut.0.weight,layer2.0.shortcut.0.weight|torch.float32|512x256x1x1,512x256x1x1,131072,cuda,cuda,,pass,True,True,True,True,True,0.001375068,131072,0.062497
resnet50,layer2.0.shortcut.1.weight,layer2.0.shortcut.1.weight|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000057955,512,0.172236
resnet50,layer2.0.shortcut.1.bias,layer2.0.shortcut.1.bias|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000066878,512,0.172236
resnet50,layer2.1.conv1.weight,layer2.1.conv1.weight|torch.float32|128x512x1x1,128x512x1x1,65536,cuda,cuda,,pass,True,True,True,True,True,0.000983998,65536,0.031249
resnet50,layer2.1.bn1.weight,layer2.1.bn1.weight|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002219,128,0.043059
resnet50,layer2.1.bn1.bias,layer2.1.bn1.bias|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002312,128,0.043059
resnet50,layer2.1.conv2.weight,layer2.1.conv2.weight|torch.float32|128x128x3x3,128x128x3x3,147456,cuda,cuda,,pass,True,True,True,True,True,0.001502846,147456,0.070309
resnet50,layer2.1.bn2.weight,layer2.1.bn2.weight|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002702,128,0.043059
resnet50,layer2.1.bn2.bias,layer2.1.bn2.bias|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002706,128,0.043059
resnet50,layer2.1.conv3.weight,layer2.1.conv3.weight|torch.float32|512x128x1x1,512x128x1x1,65536,cuda,cuda,,pass,True,True,True,True,True,0.000895488,65536,0.031249
resnet50,layer2.1.bn3.weight,layer2.1.bn3.weight|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000005733,512,0.172236
resnet50,layer2.1.bn3.bias,layer2.1.bn3.bias|torch.float32|512,512,512,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000005693,512,0.172236
resnet50,layer2.2.conv1.weight,layer2.2.conv1.weight|torch.float32|128x512x1x1,128x512x1x1,65536,cuda,cuda,,pass,True,True,True,True,True,0.000891259,65536,0.031249
resnet50,layer2.2.bn1.weight,layer2.2.bn1.weight|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002801,128,0.043059
resnet50,layer2.2.bn1.bias,layer2.2.bn1.bias|torch.float32|128,128,128,cpu_batch,cuda,numel_below_threshold,pass,True,True,True,True,True,0.000002507,128,0.043059
resnet50,layer2.2.conv2.weight,layer2.2.conv2.weight|torch.float32|128x128x3x3,128x128x3x3,147456,cuda,cuda,,pass,True,True,True,True,True,0.001470510,147456,0.070309
