model,threshold,round_index,round_type,codec_mode,layer_name,shape,numel,backend,cpu_payload_bytes,cuda_v0_payload_bytes,cuda_payload_bytes,payload_growth_factor,lost_compression_bytes,full_residual_bytes,compact_intermediate_d2h_bytes,compact_vs_full_residual_pct,cuda_kernel_ms,cuda_payload_d2h_ms,cpu_payload_assembly_ms,cpu_reconstruct_input_ms,cpu_encoder_ms,cuda_state_commit_ms,cpu_fallback_ms,decode_status,codec_failure_reason,state_committed
resnet18,1048576,1,hot,cpu_codec_full_residual_probe,layer4.1.conv2.weight,512x512x3x3,2359296,cuda,2420603,0,8765719,3.6212956027898833,6345116,9437184,9437184,100.0,0.46697598695755005,3.9220573380589485,278.0182911083102,0.0,278.0182911083102,0.1815175637602806,0.0,not_checked,,1
resnet18,1048576,2,hot,cpu_codec_full_residual_probe,layer4.1.conv1.weight,512x512x3x3,2359296,cuda,2421004,0,8765237,3.6204967030207302,6344233,9437184,9437184,100.0,0.46697598695755005,4.225924611091614,276.2068286538124,0.0,276.2068286538124,0.16201846301555634,0.0,not_checked,,1
resnet18,262144,2,hot,cpu_codec_full_residual_probe,layer4.0.conv2.weight,512x512x3x3,2359296,cuda,2450699,0,8765402,3.576694649159281,6314703,9437184,9437184,100.0,0.46694400906562805,4.732717759907246,275.3242189064622,0.0,275.3242189064622,0.17432775348424911,0.0,not_checked,,1
resnet18,524288,1,hot,cpu_codec_full_residual_probe,layer4.0.conv2.weight,512x512x3x3,2359296,cuda,2430647,0,8765646,3.6063015320612166,6334999,9437184,9437184,100.0,0.46694400906562805,4.413895308971405,276.87849663197994,0.0,276.87849663197994,0.17056148499250412,0.0,not_checked,,1
resnet18,1048576,1,hot,cpu_codec_full_residual_probe,layer4.0.conv2.weight,512x512x3x3,2359296,cuda,2430647,0,8765646,3.6063015320612166,6334999,9437184,9437184,100.0,0.46694400906562805,3.9076684042811394,277.1856663748622,0.0,277.1856663748622,0.16908999532461166,0.0,not_checked,,1
resnet18,262144,2,hot,hybrid_compact_v1a,layer4.1.conv2.weight,512x512x3x3,2359296,cuda,2453780,0,2932296,1.1950117777469862,478516,9437184,2359296,25.0,0.46691200137138367,1.2206342071294785,618.3025361970067,3.9925603196024895,614.3099758774042,0.16219820827245712,0.0,not_checked,,1
resnet18,524288,1,hot,hybrid_compact_v1a,layer4.0.conv2.weight,512x512x3x3,2359296,cuda,2430647,0,2900781,1.1934192830139465,470134,9437184,2359296,25.0,0.46691200137138367,1.3962360098958015,607.3561683297157,4.127451218664646,603.2287171110511,0.1575518399477005,0.0,not_checked,,1
resnet18,1048576,2,hot,hybrid_compact_v1a,layer4.1.conv2.weight,512x512x3x3,2359296,cuda,2453780,0,2932296,1.1950117777469862,478516,9437184,2359296,25.0,0.46691200137138367,1.0804729536175728,616.4415953680873,4.103688523173332,612.337906844914,0.15770550817251205,0.0,not_checked,,1
resnet18,262144,2,hot,cpu_codec_full_residual_probe,layer4.1.conv1.weight,512x512x3x3,2359296,cuda,2421004,0,8765237,3.6204967030207302,6344233,9437184,9437184,100.0,0.4659520089626312,4.650683142244816,276.1760987341404,0.0,276.1760987341404,0.17803627997636795,0.0,not_checked,,1
resnet18,524288,2,hot,cpu_codec_full_residual_probe,layer4.0.conv2.weight,512x512x3x3,2359296,cuda,2450699,0,8765402,3.576694649159281,6314703,9437184,9437184,100.0,0.4659520089626312,4.3676747009158134,272.82169833779335,0.0,272.82169833779335,0.16240961849689484,0.0,not_checked,,1
