payload_mb,direction,host_buffer_kind,allocation_policy,copy_api,sync_location,repeat_index,wall_ms,cuda_event_ms,gb_per_s_wall,gb_per_s_event,status
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,1.293045,1.280320,12.083884,12.203980,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,1.293840,1.280320,12.076456,12.203980,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,1.293466,1.280704,12.079942,12.200321,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,1.293156,1.280800,12.082840,12.199407,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,1.292436,1.280224,12.089570,12.204896,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,1.293945,1.279968,12.075473,12.207336,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,1.294167,1.280384,12.073405,12.203371,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,1.293608,1.281376,12.078621,12.193923,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,1.293546,1.279872,12.079203,12.208253,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,1.294431,1.280832,12.070938,12.199101,ok
16,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,1.292167,1.279936,12.092088,12.207642,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,0,1.381557,1.368800,11.309708,11.415108,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,1,1.379258,1.366528,11.328555,11.434087,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,2,1.378786,1.366112,11.332435,11.437569,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,3,1.378801,1.366016,11.332312,11.438372,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,4,1.380694,1.367392,11.316772,11.426863,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,5,1.379471,1.366624,11.326803,11.433284,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,6,1.378667,1.365504,11.333414,11.442661,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,7,1.378496,1.366176,11.334816,11.437033,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,8,1.379238,1.366304,11.328723,11.435961,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,1.378807,1.366336,11.332258,11.435694,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,1.378468,1.365312,11.335045,11.444271,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,1.377813,1.365408,11.340439,11.443466,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,1.379780,1.366784,11.324273,11.431946,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,1.378492,1.366048,11.334854,11.438105,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,1.378609,1.365984,11.333889,11.438641,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,1.379681,1.366944,11.325083,11.430608,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,1.380355,1.367808,11.319551,11.423387,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,1.380973,1.367456,11.314490,11.426328,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,1.383078,1.370880,11.297264,11.397788,ok
16,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,1.381717,1.369408,11.308396,11.410040,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,3.769525,3.749888,6.217626,6.250187,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,5.260803,5.236384,4.455119,4.475894,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,5.227908,5.213920,4.483150,4.495178,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,10.859209,10.845056,2.158306,2.161123,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,15.520326,15.505088,1.510116,1.511601,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,14.500025,14.482656,1.616377,1.618315,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,12.452033,12.434880,1.882223,1.884819,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,15.088418,15.073280,1.553344,1.554904,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,15.515176,15.500608,1.510618,1.512037,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,5.261223,5.244352,4.454763,4.469094,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,5.262548,5.248512,4.453641,4.465552,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,5.225694,5.211296,4.485050,4.497442,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,5.216490,5.201440,4.492963,4.505964,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,5.242050,5.227776,4.471056,4.483264,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,5.224566,5.211104,4.486019,4.497607,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,5.236947,5.222912,4.475413,4.487439,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,5.257983,5.244128,4.457508,4.469284,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,5.230355,5.216576,4.481053,4.492890,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,5.232223,5.218464,4.479453,4.491264,ok
24,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,5.254590,5.240480,4.460386,4.472396,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,3.565321,3.551840,6.573742,6.598692,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,3.414844,3.400896,6.863417,6.891566,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,3.552435,3.538208,6.597587,6.624116,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,3.466847,3.453184,6.760465,6.787215,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,3.417442,3.403712,6.858201,6.885865,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,3.454284,3.440448,6.785053,6.812339,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,3.421292,3.407392,6.850483,6.878428,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,3.439450,3.425728,6.814317,6.841611,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,3.410800,3.397248,6.871554,6.898966,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,3.417003,3.403360,6.859081,6.886577,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,3.421566,3.407904,6.849935,6.877395,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,3.489268,3.476000,6.717025,6.742664,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,3.369806,3.356000,6.955147,6.983761,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,3.455632,3.442432,6.782406,6.808413,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,3.476154,3.462208,6.742365,6.769524,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,3.457688,3.444640,6.778374,6.804049,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,3.392467,3.378880,6.908689,6.936470,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,3.472092,3.459008,6.750254,6.775787,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,3.434666,3.420896,6.823807,6.851275,ok
24,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,3.361965,3.348704,6.971370,6.998976,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,1.938562,1.924768,12.090148,12.176792,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,1.932716,1.919840,12.126717,12.208049,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,1.931989,1.918208,12.131283,12.218435,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,1.932012,1.918464,12.131136,12.216805,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,1.930593,1.917600,12.140055,12.222309,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,1.932696,1.919360,12.126846,12.211101,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,1.932881,1.919072,12.125683,12.212934,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,1.934260,1.921440,12.117036,12.197883,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,1.934098,1.920896,12.118051,12.201337,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,1.936706,1.923072,12.101735,12.187531,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,1.935608,1.922016,12.108600,12.194227,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,1.936264,1.923104,12.104494,12.187328,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,1.935969,1.922624,12.106340,12.190371,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,1.932236,1.919232,12.129727,12.211916,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,1.930228,1.917600,12.142345,12.222309,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,1.930331,1.917632,12.141701,12.222105,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,1.932004,1.919168,12.131183,12.212323,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,1.930960,1.917280,12.137742,12.224349,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,1.930452,1.917760,12.140939,12.221289,ok
24,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,1.930484,1.917664,12.140740,12.221901,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.061532,2.048544,11.368973,11.441053,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.059246,2.046592,11.381591,11.451965,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.060094,2.046432,11.376909,11.452860,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.057848,2.045088,11.389322,11.460387,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.057977,2.045024,11.388611,11.460746,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.059347,2.045984,11.381035,11.455368,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.058574,2.045280,11.385308,11.459311,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.059081,2.045792,11.382507,11.456443,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.058329,2.045280,11.386663,11.459311,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.060105,2.046400,11.376847,11.453039,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.057971,2.044416,11.388642,11.464154,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.059644,2.046432,11.379393,11.452860,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.060737,2.046400,11.373356,11.453039,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.059122,2.045984,11.382281,11.455368,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.059233,2.046176,11.381663,11.454294,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.058593,2.045472,11.385205,11.458236,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.058707,2.045536,11.384572,11.457877,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.058354,2.045472,11.386524,11.458236,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.057352,2.044544,11.392070,11.463436,ok
24,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.059898,2.046272,11.377989,11.453756,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,0,1.931823,1.918624,12.132324,12.215786,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,1,1.931297,1.918688,12.135629,12.215378,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,2,1.930364,1.917280,12.141490,12.224349,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,3,1.930432,1.917600,12.141062,12.222309,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,4,1.930390,1.917760,12.141332,12.221289,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,5,1.929765,1.917408,12.145264,12.223533,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,6,1.930077,1.917440,12.143300,12.223329,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,7,1.929462,1.917408,12.147169,12.223533,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,8,1.930363,1.917376,12.141496,12.223737,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,1.929865,1.917344,12.144631,12.223941,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,1.929845,1.917088,12.144759,12.225573,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,1.929896,1.917280,12.144437,12.224349,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,1.929788,1.917248,12.145117,12.224553,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,1.929780,1.917568,12.145170,12.222513,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,1.928712,1.916384,12.151891,12.230065,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,1.929340,1.917120,12.147937,12.225369,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,1.928976,1.916512,12.150230,12.229248,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,1.930089,1.917664,12.143224,12.221901,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,1.928889,1.916512,12.150776,12.229248,ok
24,d2h,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,1.930961,1.917344,12.137736,12.223941,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.059125,2.046400,11.382260,11.453039,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.057278,2.044832,11.392483,11.461822,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.057074,2.044672,11.393613,11.462719,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.058799,2.046048,11.384062,11.455010,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.056635,2.043840,11.396043,11.467385,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.057345,2.044800,11.392112,11.462001,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.056678,2.044320,11.395805,11.464692,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.058239,2.045248,11.387163,11.459490,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.057096,2.044032,11.393489,11.466307,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.058628,2.044864,11.385010,11.461643,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.057540,2.043840,11.391029,11.467385,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.056854,2.044544,11.394830,11.463436,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.056169,2.043744,11.398624,11.467923,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.056282,2.043680,11.397999,11.468283,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.057291,2.044704,11.392411,11.462540,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.057828,2.045536,11.389436,11.457877,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.056209,2.043712,11.398402,11.468104,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.056128,2.043936,11.398851,11.466846,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.056704,2.044000,11.395661,11.466488,ok
24,h2d,pinned,reused,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.057096,2.044224,11.393489,11.465231,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,9.775054,9.754304,3.196913,3.203714,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,19.884009,19.868193,1.571615,1.572866,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,19.380360,19.362976,1.612457,1.613905,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,19.446936,19.428928,1.606937,1.608426,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,19.301794,19.284288,1.619021,1.620490,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,19.394939,19.377665,1.611245,1.612681,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,19.301948,19.285025,1.619008,1.620428,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,19.303337,19.285631,1.618891,1.620377,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,19.229202,19.212223,1.625132,1.626569,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,19.306694,19.289440,1.618610,1.620057,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,19.273599,19.256800,1.621389,1.622803,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,19.208625,19.191904,1.626873,1.628291,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,19.331743,19.314753,1.616512,1.617934,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,19.240961,19.224031,1.624139,1.625570,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,19.345766,19.328608,1.615341,1.616775,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,19.258604,19.241632,1.622651,1.624083,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,19.255167,19.237921,1.622941,1.624396,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,19.294173,19.276863,1.619660,1.621114,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,19.293266,19.276705,1.619736,1.621128,ok
32,d2h,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,19.368143,19.350977,1.613474,1.614906,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,9.097718,9.081344,3.434927,3.441121,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,9.235406,9.221440,3.383717,3.388842,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,9.118246,9.104832,3.427194,3.432244,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,9.062809,9.049280,3.448158,3.453313,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,9.052241,9.038912,3.452184,3.457275,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,9.094695,9.081600,3.436069,3.441024,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,9.046177,9.032928,3.454498,3.459565,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,9.040912,9.027936,3.456510,3.461478,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,9.086994,9.073728,3.438981,3.444009,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,9.015425,9.002464,3.466281,3.471272,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,9.017246,9.002720,3.465581,3.471173,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,9.111458,9.098656,3.429747,3.434573,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,9.087212,9.073600,3.438898,3.444058,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,9.048928,9.035200,3.453448,3.458695,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,9.046177,9.032896,3.454498,3.459577,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,9.073412,9.059872,3.444129,3.449276,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,9.124258,9.111264,3.424936,3.429820,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,9.165802,9.152960,3.409412,3.414196,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,9.140356,9.127552,3.418904,3.423700,ok
32,h2d,pageable,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,9.184130,9.170688,3.402609,3.407596,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.577059,2.563392,12.126226,12.190879,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.573252,2.559072,12.144168,12.211458,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.568163,2.555296,12.168231,12.229503,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,3,2.569200,2.555712,12.163322,12.227512,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,4,2.568603,2.554976,12.166144,12.231035,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,5,2.567608,2.554112,12.170861,12.235172,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,6,2.568552,2.554752,12.166387,12.232107,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,7,2.567803,2.554240,12.169939,12.234559,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,8,2.567793,2.554752,12.169983,12.232107,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,9,2.568073,2.555008,12.168659,12.230882,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,10,2.568422,2.554912,12.167004,12.231341,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,11,2.567896,2.554240,12.169497,12.234559,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,12,2.568489,2.555520,12.166687,12.228431,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,13,2.566989,2.554304,12.173798,12.234253,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,14,2.568581,2.554368,12.166250,12.233946,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,15,2.568101,2.554816,12.168527,12.231801,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,16,2.567078,2.554400,12.173374,12.233793,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,17,2.567714,2.554688,12.170358,12.232414,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,18,2.568015,2.555200,12.168933,12.229962,ok
32,d2h,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,19,2.567950,2.554368,12.169241,12.233946,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,0,2.741835,2.728096,11.397476,11.454875,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,1,2.737512,2.724128,11.415476,11.471561,ok
32,h2d,pinned,new_each_time,torch.Tensor.copy_,cuda_event_end_synchronize,2,2.736587,2.723040,11.419333,11.476144,ok
