model,threshold,repeat_index,payload_bytes,python_wrapper_dumps_ms,cpp_envelope_pack_ms,python_wrapper_loads_ms,cpp_envelope_parse_ms,object_rebuild_ms,tensor_materialization_ms,notes
resnet50,16384,87,23943948,9.701963,0.000000,10.390101,0.000000,10.368228,10.368228,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,88,23943948,10.000331,0.000000,10.253415,0.000000,10.229040,10.229040,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,89,23943948,9.759290,0.000000,10.356883,0.000000,10.333963,10.333963,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,90,23943948,10.009619,0.000000,10.202101,0.000000,10.178079,10.178079,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,91,23943948,9.721294,0.000000,10.359428,0.000000,10.336503,10.336503,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,92,23943948,9.987297,0.000000,10.199280,0.000000,10.172216,10.172216,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,93,23943948,9.682698,0.000000,10.433906,0.000000,10.408710,10.408710,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,94,23943948,9.997720,0.000000,10.225018,0.000000,10.198117,10.198117,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,95,23943948,9.671548,0.000000,10.315116,0.000000,10.291334,10.291334,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,96,23943948,10.011899,0.000000,10.218013,0.000000,10.194562,10.194562,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,97,23943948,9.736836,0.000000,10.343091,0.000000,10.320225,10.320225,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,98,23943948,10.904006,0.000000,10.300636,0.000000,10.269378,10.269378,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,16384,99,23943948,9.798106,0.000000,10.471760,0.000000,10.445364,10.445364,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,0,23943948,19.351047,0.000000,10.466134,0.000000,10.431426,10.431426,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,1,23943948,9.932440,0.000000,10.871128,0.000000,10.842583,10.842583,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,2,23943948,10.476694,0.000000,10.549176,0.000000,10.519281,10.519281,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,3,23943948,9.901566,0.000000,10.895511,0.000000,10.868175,10.868175,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,4,23943948,10.427264,0.000000,10.688301,0.000000,10.658609,10.658609,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,5,23943948,9.967959,0.000000,10.771770,0.000000,10.744498,10.744498,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,6,23943948,10.461465,0.000000,10.542668,0.000000,10.517469,10.517469,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,7,23943948,9.825705,0.000000,10.793203,0.000000,10.769374,10.769374,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,8,23943948,10.400523,0.000000,10.547533,0.000000,10.523514,10.523514,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,9,23943948,9.749098,0.000000,10.691451,0.000000,10.667285,10.667285,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,10,23943948,10.400380,0.000000,10.524132,0.000000,10.499116,10.499116,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,11,23943948,9.806197,0.000000,10.694188,0.000000,10.670513,10.670513,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,12,23943948,10.335572,0.000000,10.521613,0.000000,10.497132,10.497132,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,13,23943948,9.713176,0.000000,10.629032,0.000000,10.605628,10.605628,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,14,23943948,10.300349,0.000000,10.431728,0.000000,10.408230,10.408230,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,15,23943948,9.681931,0.000000,10.641335,0.000000,10.619927,10.619927,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,16,23943948,10.294230,0.000000,10.472550,0.000000,10.447718,10.447718,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,17,23943948,9.817509,0.000000,10.750933,0.000000,10.727001,10.727001,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,18,23943948,10.339083,0.000000,10.497182,0.000000,10.471589,10.471589,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,19,23943948,9.754490,0.000000,10.745318,0.000000,10.722497,10.722497,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,20,23943948,10.360322,0.000000,10.476553,0.000000,10.450258,10.450258,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,21,23943948,9.744102,0.000000,10.737632,0.000000,10.713444,10.713444,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,22,23943948,10.347581,0.000000,10.512730,0.000000,10.487636,10.487636,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,23,23943948,9.745669,0.000000,10.770924,0.000000,10.743202,10.743202,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,24,23943948,10.299867,0.000000,10.457888,0.000000,10.432751,10.432751,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,25,23943948,9.727509,0.000000,10.625942,0.000000,10.597501,10.597501,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,26,23943948,10.297884,0.000000,10.505272,0.000000,10.479982,10.479982,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,27,23943948,9.753359,0.000000,10.681100,0.000000,10.657047,10.657047,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,28,23943948,10.282938,0.000000,10.510913,0.000000,10.486451,10.486451,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,29,23943948,9.717387,0.000000,10.622127,0.000000,10.598324,10.598324,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,30,23943948,10.326028,0.000000,10.466122,0.000000,10.442502,10.442502,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,31,23943948,9.716067,0.000000,10.608766,0.000000,10.585732,10.585732,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,32,23943948,10.353169,0.000000,10.582811,0.000000,10.556654,10.556654,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,33,23943948,9.739892,0.000000,10.607657,0.000000,10.583973,10.583973,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,34,23943948,10.358374,0.000000,10.440167,0.000000,10.414396,10.414396,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,35,23943948,9.701905,0.000000,10.606699,0.000000,10.583023,10.583023,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,36,23943948,10.325174,0.000000,10.444090,0.000000,10.416068,10.416068,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,37,23943948,9.706032,0.000000,10.640722,0.000000,10.614424,10.614424,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,38,23943948,10.349269,0.000000,10.433776,0.000000,10.408375,10.408375,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,39,23943948,9.719605,0.000000,10.583143,0.000000,10.558861,10.558861,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,40,23943948,10.286047,0.000000,10.446610,0.000000,10.422168,10.422168,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,41,23943948,10.558203,0.000000,10.667538,0.000000,10.638832,10.638832,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,42,23943948,10.355164,0.000000,10.461995,0.000000,10.434940,10.434940,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,43,23943948,9.737437,0.000000,10.614023,0.000000,10.589466,10.589466,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,44,23943948,10.328569,0.000000,10.465035,0.000000,10.439889,10.439889,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,45,23943948,9.700301,0.000000,10.626270,0.000000,10.600626,10.600626,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,46,23943948,10.290723,0.000000,10.505880,0.000000,10.480370,10.480370,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,47,23943948,9.765960,0.000000,10.608766,0.000000,10.580252,10.580252,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,48,23943948,10.343178,0.000000,10.428387,0.000000,10.402640,10.402640,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,49,23943948,9.737564,0.000000,10.573647,0.000000,10.549775,10.549775,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,50,23943948,10.282898,0.000000,10.443582,0.000000,10.416265,10.416265,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,51,23943948,9.788334,0.000000,10.642485,0.000000,10.618613,10.618613,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,52,23943948,10.459514,0.000000,10.504337,0.000000,10.477348,10.477348,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,53,23943948,9.698675,0.000000,10.566605,0.000000,10.541402,10.541402,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,54,23943948,10.283840,0.000000,10.466916,0.000000,10.442404,10.442404,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,55,23943948,9.675036,0.000000,10.631144,0.000000,10.606163,10.606163,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,56,23943948,10.385839,0.000000,10.429536,0.000000,10.404337,10.404337,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,57,23943948,9.804145,0.000000,10.609495,0.000000,10.585801,10.585801,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,58,23943948,10.386200,0.000000,10.526897,0.000000,10.502210,10.502210,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,59,23943948,9.831795,0.000000,10.669541,0.000000,10.643347,10.643347,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,60,23943948,10.359111,0.000000,10.525879,0.000000,10.498323,10.498323,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,61,23943948,9.789120,0.000000,10.688508,0.000000,10.660183,10.660183,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,62,23943948,10.371130,0.000000,10.452665,0.000000,10.427636,10.427636,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,63,23943948,9.708938,0.000000,10.573250,0.000000,10.548515,10.548515,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,64,23943948,10.290470,0.000000,10.445135,0.000000,10.421422,10.421422,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,65,23943948,9.715024,0.000000,10.601218,0.000000,10.575656,10.575656,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,66,23943948,10.313212,0.000000,10.459076,0.000000,10.434146,10.434146,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,67,23943948,9.714445,0.000000,10.555006,0.000000,10.528292,10.528292,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,68,23943948,10.303529,0.000000,10.466916,0.000000,10.442280,10.442280,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,69,23943948,9.735815,0.000000,10.588867,0.000000,10.560936,10.560936,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,70,23943948,10.355918,0.000000,10.438041,0.000000,10.413765,10.413765,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,71,23943948,9.684339,0.000000,10.654651,0.000000,10.628237,10.628237,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,72,23943948,10.353589,0.000000,10.459768,0.000000,10.434532,10.434532,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,73,23943948,9.751273,0.000000,10.582165,0.000000,10.556827,10.556827,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,74,23943948,10.284207,0.000000,10.465600,0.000000,10.439971,10.439971,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,75,23943948,9.678768,0.000000,10.594328,0.000000,10.567681,10.567681,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,76,23943948,10.274258,0.000000,10.400153,0.000000,10.375530,10.375530,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,77,23943948,9.664832,0.000000,10.669631,0.000000,10.643418,10.643418,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,78,23943948,10.328213,0.000000,10.404644,0.000000,10.378271,10.378271,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,79,23943948,9.716904,0.000000,10.578376,0.000000,10.553579,10.553579,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,80,23943948,10.344227,0.000000,10.449979,0.000000,10.424486,10.424486,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,81,23943948,9.792602,0.000000,10.563570,0.000000,10.532396,10.532396,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,82,23943948,10.394975,0.000000,10.463863,0.000000,10.437667,10.437667,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,83,23943948,9.742428,0.000000,10.669761,0.000000,10.639478,10.639478,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,84,23943948,10.373529,0.000000,10.416538,0.000000,10.390988,10.390988,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,85,23943948,23.918948,0.000000,21.758468,0.000000,21.675779,21.675779,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,86,23943948,14.273496,0.000000,14.913752,0.000000,14.889546,14.889546,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,87,23943948,10.032682,0.000000,10.432115,0.000000,10.402707,10.402707,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,88,23943948,10.405096,0.000000,10.401199,0.000000,10.372720,10.372720,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,89,23943948,10.073625,0.000000,10.437326,0.000000,10.410128,10.410128,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,90,23943948,10.311570,0.000000,10.389966,0.000000,10.363515,10.363515,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,91,23943948,10.013356,0.000000,10.487294,0.000000,10.459195,10.459195,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,92,23943948,10.296612,0.000000,10.348240,0.000000,10.324269,10.324269,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,93,23943948,10.004262,0.000000,10.528239,0.000000,10.501311,10.501311,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,94,23943948,10.387239,0.000000,10.333924,0.000000,10.309773,10.309773,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,95,23943948,9.971496,0.000000,10.403935,0.000000,10.377323,10.377323,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,96,23943948,10.291739,0.000000,10.325509,0.000000,10.295077,10.295077,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,97,23943948,9.975293,0.000000,10.447038,0.000000,10.421636,10.421636,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,98,23943948,10.317206,0.000000,10.366550,0.000000,10.341581,10.341581,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,8192,99,23943948,10.058886,0.000000,10.393153,0.000000,10.367188,10.367188,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,0,23940219,10.500998,0.000000,10.382748,0.000000,10.341548,10.341548,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,1,23940219,10.208367,0.000000,10.480172,0.000000,10.455256,10.455256,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,2,23940219,10.578771,0.000000,10.519936,0.000000,10.488659,10.488659,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,3,23940219,10.116852,0.000000,10.583568,0.000000,10.561120,10.561120,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,4,23940219,10.175467,0.000000,10.309744,0.000000,10.281441,10.281441,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,5,23940219,10.152340,0.000000,10.342303,0.000000,10.320382,10.320382,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,6,23940219,10.360925,0.000000,10.465139,0.000000,10.441160,10.441160,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,7,23940219,10.125226,0.000000,10.572651,0.000000,10.551766,10.551766,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,8,23940219,10.243186,0.000000,10.296708,0.000000,10.273554,10.273554,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,9,23940219,10.074477,0.000000,10.337004,0.000000,10.315565,10.315565,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,10,23940219,10.302092,0.000000,10.461560,0.000000,10.436707,10.436707,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,11,23940219,10.098234,0.000000,10.564065,0.000000,10.542916,10.542916,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,12,23940219,10.133453,0.000000,10.308349,0.000000,10.284701,10.284701,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,13,23940219,10.095363,0.000000,10.349130,0.000000,10.327178,10.327178,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,14,23940219,10.318223,0.000000,10.454566,0.000000,10.429929,10.429929,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,15,23940219,10.041881,0.000000,10.644569,0.000000,10.623309,10.623309,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,16,23940219,10.112643,0.000000,10.308058,0.000000,10.283581,10.283581,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,17,23940219,10.030842,0.000000,10.271032,0.000000,10.248354,10.248354,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,18,23940219,10.309903,0.000000,10.395793,0.000000,10.372322,10.372322,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,19,23940219,9.998599,0.000000,10.452379,0.000000,10.430249,10.430249,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,20,23940219,10.106884,0.000000,10.303142,0.000000,10.278545,10.278545,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,21,23940219,9.970405,0.000000,10.285779,0.000000,10.263347,10.263347,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,22,23940219,10.353713,0.000000,10.401382,0.000000,10.375946,10.375946,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,23,23940219,10.052565,0.000000,10.555326,0.000000,10.530444,10.530444,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,24,23940219,10.079932,0.000000,10.249620,0.000000,10.225226,10.225226,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,25,23940219,10.076950,0.000000,10.298162,0.000000,10.273364,10.273364,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,26,23940219,10.237030,0.000000,10.379355,0.000000,10.353615,10.353615,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,27,23940219,9.992917,0.000000,10.502636,0.000000,10.479613,10.479613,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,28,23940219,10.102130,0.000000,10.250661,0.000000,10.226473,10.226473,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,29,23940219,9.963298,0.000000,10.258357,0.000000,10.235350,10.235350,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,30,23940219,10.262045,0.000000,10.387680,0.000000,10.364681,10.364681,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,31,23940219,9.993013,0.000000,10.564171,0.000000,10.539513,10.539513,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,32,23940219,10.155198,0.000000,10.336426,0.000000,10.309190,10.309190,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,33,23940219,10.081296,0.000000,10.356193,0.000000,10.332589,10.332589,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,34,23940219,10.297628,0.000000,10.451249,0.000000,10.424909,10.424909,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,35,23940219,9.995396,0.000000,10.469744,0.000000,10.446212,10.446212,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,36,23940219,10.083367,0.000000,10.337503,0.000000,10.315104,10.315104,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,37,23940219,10.007620,0.000000,10.383611,0.000000,10.361517,10.361517,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,38,23940219,10.295336,0.000000,10.419114,0.000000,10.395902,10.395902,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,39,23940219,9.980984,0.000000,10.505450,0.000000,10.484692,10.484692,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,40,23940219,10.050240,0.000000,10.239872,0.000000,10.214467,10.214467,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,41,23940219,9.947001,0.000000,10.266267,0.000000,10.244580,10.244580,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,42,23940219,10.261016,0.000000,10.487896,0.000000,10.463396,10.463396,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,43,23940219,10.016656,0.000000,10.457574,0.000000,10.433802,10.433802,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,44,23940219,10.079348,0.000000,10.235562,0.000000,10.212287,10.212287,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,45,23940219,9.985714,0.000000,10.287892,0.000000,10.266636,10.266636,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,46,23940219,10.275379,0.000000,10.403867,0.000000,10.380796,10.380796,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,47,23940219,9.971717,0.000000,10.578950,0.000000,10.554421,10.554421,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,48,23940219,10.082193,0.000000,10.259890,0.000000,10.234787,10.234787,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,49,23940219,9.986850,0.000000,10.359550,0.000000,10.335624,10.335624,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,50,23940219,10.281701,0.000000,10.384229,0.000000,10.360277,10.360277,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,51,23940219,10.007124,0.000000,10.511703,0.000000,10.489508,10.489508,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,52,23940219,10.039085,0.000000,10.253724,0.000000,10.230451,10.230451,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,53,23940219,9.972216,0.000000,10.242108,0.000000,10.220356,10.220356,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,54,23940219,10.224962,0.000000,10.408720,0.000000,10.385175,10.385175,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,55,23940219,10.049761,0.000000,10.481076,0.000000,10.457898,10.457898,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,56,23940219,10.104834,0.000000,10.308795,0.000000,10.284049,10.284049,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,57,23940219,9.971390,0.000000,10.277243,0.000000,10.254565,10.254565,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,58,23940219,10.215543,0.000000,10.481366,0.000000,10.456664,10.456664,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,59,23940219,9.983231,0.000000,10.521578,0.000000,10.497267,10.497267,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,60,23940219,10.084093,0.000000,10.251001,0.000000,10.226682,10.226682,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,61,23940219,10.004006,0.000000,10.292834,0.000000,10.269120,10.269120,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,62,23940219,10.292752,0.000000,10.480233,0.000000,10.450389,10.450389,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,63,23940219,10.092625,0.000000,10.525714,0.000000,10.501215,10.501215,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,64,23940219,10.155641,0.000000,10.278309,0.000000,10.252753,10.252753,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,65,23940219,10.002488,0.000000,10.310017,0.000000,10.288634,10.288634,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,66,23940219,10.232011,0.000000,10.441093,0.000000,10.414243,10.414243,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,67,23940219,10.022256,0.000000,10.498311,0.000000,10.475254,10.475254,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,68,23940219,10.051761,0.000000,10.252265,0.000000,10.227352,10.227352,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,69,23940219,9.982893,0.000000,10.286618,0.000000,10.263297,10.263297,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,70,23940219,10.217623,0.000000,10.403320,0.000000,10.377361,10.377361,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,71,23940219,10.033253,0.000000,10.493938,0.000000,10.471338,10.471338,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,72,23940219,10.189726,0.000000,10.323061,0.000000,10.298142,10.298142,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,73,23940219,10.003796,0.000000,10.257097,0.000000,10.233652,10.233652,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,74,23940219,10.275776,0.000000,10.442276,0.000000,10.417520,10.417520,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,75,23940219,10.015304,0.000000,10.458838,0.000000,10.435910,10.435910,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
resnet50,4096,76,23940219,10.049613,0.000000,10.284860,0.000000,10.261344,10.261344,current envelope pack/parse is Python wrapper code; no C++ envelope API exists
