timestamp,client_id,layer_name,input_type,input_device,dtype,shape,numel,is_cuda,gpu_to_cpu_numpy_ms,ctypes_build_ms,c_compress_ms,payload_copy_ms,layer_total_ms,model_total_ms,status
1779694000.2474992,0,conv1.weight,Tensor,cuda:0,torch.float32,64x3x3x3,1728,True,0.220986,0.188004,1.823992,0.080829,2.386440,398.379312,ok
1779694000.2478905,0,bn1.weight,Tensor,cuda:0,torch.float32,64,64,True,0.168123,0.102877,0.034221,0.030892,0.369551,398.379312,ok
1779694000.2480555,0,bn1.bias,Tensor,cuda:0,torch.float32,64,64,True,0.068295,0.021636,0.023112,0.025393,0.156040,398.379312,ok
1779694000.248187,0,bn1.running_mean,Tensor,cuda:0,torch.float32,64,64,True,0.056689,0.014644,0.023424,0.016408,0.125783,398.379312,ok
1779694000.248312,0,bn1.running_var,Tensor,cuda:0,torch.float32,64,64,True,0.053988,0.015297,0.022732,0.016855,0.120560,398.379312,ok
1779694000.2506673,0,layer1.0.conv1.weight,Tensor,cuda:0,torch.float32,64x64x3x3,36864,True,0.120996,0.020720,2.157964,0.036407,2.350116,398.379312,ok
1779694000.2508924,0,layer1.0.bn1.weight,Tensor,cuda:0,torch.float32,64,64,True,0.108831,0.034959,0.031781,0.020902,0.215570,398.379312,ok
1779694000.2510264,0,layer1.0.bn1.bias,Tensor,cuda:0,torch.float32,64,64,True,0.056673,0.018381,0.024029,0.015964,0.127766,398.379312,ok
1779694000.2511413,0,layer1.0.bn1.running_mean,Tensor,cuda:0,torch.float32,64,64,True,0.052652,0.013741,0.022760,0.011067,0.110776,398.379312,ok
1779694000.2512534,0,layer1.0.bn1.running_var,Tensor,cuda:0,torch.float32,64,64,True,0.049940,0.013010,0.020197,0.014604,0.107460,398.379312,ok
1779694000.2530432,0,layer1.0.conv2.weight,Tensor,cuda:0,torch.float32,64x64x3x3,36864,True,0.116868,0.016801,1.614971,0.024628,1.785914,398.379312,ok
1779694000.253219,0,layer1.0.bn2.weight,Tensor,cuda:0,torch.float32,64,64,True,0.089833,0.025268,0.023614,0.014069,0.168909,398.379312,ok
1779694000.2533376,0,layer1.0.bn2.bias,Tensor,cuda:0,torch.float32,64,64,True,0.055261,0.014868,0.020302,0.011529,0.113326,398.379312,ok
1779694000.2534556,0,layer1.0.bn2.running_mean,Tensor,cuda:0,torch.float32,64,64,True,0.058436,0.014345,0.019505,0.011393,0.113795,398.379312,ok
1779694000.2535636,0,layer1.0.bn2.running_var,Tensor,cuda:0,torch.float32,64,64,True,0.049875,0.013071,0.020217,0.010523,0.103429,398.379312,ok
1779694000.2553647,0,layer1.1.conv1.weight,Tensor,cuda:0,torch.float32,64x64x3x3,36864,True,0.114572,0.017100,1.616163,0.036605,1.796950,398.379312,ok
1779694000.25554,0,layer1.1.bn1.weight,Tensor,cuda:0,torch.float32,64,64,True,0.087934,0.023337,0.023478,0.018539,0.168741,398.379312,ok
1779694000.2556643,0,layer1.1.bn1.bias,Tensor,cuda:0,torch.float32,64,64,True,0.055115,0.014895,0.021493,0.015767,0.118618,398.379312,ok
1779694000.2557755,0,layer1.1.bn1.running_mean,Tensor,cuda:0,torch.float32,64,64,True,0.052581,0.013455,0.020357,0.010814,0.107068,398.379312,ok
1779694000.2558835,0,layer1.1.bn1.running_var,Tensor,cuda:0,torch.float32,64,64,True,0.049781,0.012739,0.020778,0.010667,0.103481,398.379312,ok
1779694000.2575881,0,layer1.1.conv2.weight,Tensor,cuda:0,torch.float32,64x64x3x3,36864,True,0.099460,0.016807,1.548220,0.023863,1.700555,398.379312,ok
1779694000.257935,0,layer1.1.bn2.weight,Tensor,cuda:0,torch.float32,64,64,True,0.087189,0.022521,0.023964,0.191439,0.340283,398.379312,ok
1779694000.2580757,0,layer1.1.bn2.bias,Tensor,cuda:0,torch.float32,64,64,True,0.066582,0.019818,0.021946,0.013743,0.135413,398.379312,ok
1779694000.2581956,0,layer1.1.bn2.running_mean,Tensor,cuda:0,torch.float32,64,64,True,0.053199,0.017355,0.020961,0.012224,0.115202,398.379312,ok
1779694000.2583122,0,layer1.1.bn2.running_var,Tensor,cuda:0,torch.float32,64,64,True,0.050577,0.013089,0.020144,0.018173,0.112285,398.379312,ok
1779694000.261492,0,layer2.0.conv1.weight,Tensor,cuda:0,torch.float32,128x64x3x3,73728,True,0.173924,0.056673,2.897693,0.033887,3.175323,398.379312,ok
1779694000.2616763,0,layer2.0.bn1.weight,Tensor,cuda:0,torch.float32,128,128,True,0.086828,0.024196,0.029813,0.020412,0.177416,398.379312,ok
1779694000.261807,0,layer2.0.bn1.bias,Tensor,cuda:0,torch.float32,128,128,True,0.057065,0.016346,0.028121,0.012583,0.125746,398.379312,ok
1779694000.261926,0,layer2.0.bn1.running_mean,Tensor,cuda:0,torch.float32,128,128,True,0.051124,0.014039,0.027314,0.012220,0.114940,398.379312,ok
1779694000.262042,0,layer2.0.bn1.running_var,Tensor,cuda:0,torch.float32,128,128,True,0.050080,0.013694,0.026751,0.011553,0.111882,398.379312,ok
1779694000.2672026,0,layer2.0.conv2.weight,Tensor,cuda:0,torch.float32,128x128x3x3,147456,True,0.324151,0.021208,4.766461,0.031718,5.155918,398.379312,ok
1779694000.2673795,0,layer2.0.bn2.weight,Tensor,cuda:0,torch.float32,128,128,True,0.090414,0.021615,0.028930,0.014478,0.170501,398.379312,ok
1779694000.2675097,0,layer2.0.bn2.bias,Tensor,cuda:0,torch.float32,128,128,True,0.054373,0.015340,0.027472,0.016625,0.125263,398.379312,ok
1779694000.2676306,0,layer2.0.bn2.running_mean,Tensor,cuda:0,torch.float32,128,128,True,0.052131,0.013831,0.028293,0.011381,0.115760,398.379312,ok
1779694000.2677453,0,layer2.0.bn2.running_var,Tensor,cuda:0,torch.float32,128,128,True,0.049902,0.013133,0.026050,0.010779,0.109592,398.379312,ok
1779694000.2687738,0,layer2.0.shortcut.0.weight,Tensor,cuda:0,torch.float32,128x64x1x1,8192,True,0.062899,0.014350,0.912528,0.021907,1.023956,398.379312,ok
1779694000.2689455,0,layer2.0.shortcut.1.weight,Tensor,cuda:0,torch.float32,128,128,True,0.081959,0.021030,0.029128,0.018442,0.164932,398.379312,ok
1779694000.269072,0,layer2.0.shortcut.1.bias,Tensor,cuda:0,torch.float32,128,128,True,0.056942,0.015303,0.026986,0.011377,0.122080,398.379312,ok
1779694000.269193,0,layer2.0.shortcut.1.running_mean,Tensor,cuda:0,torch.float32,128,128,True,0.051036,0.013231,0.027374,0.015245,0.116756,398.379312,ok
1779694000.269312,0,layer2.0.shortcut.1.running_var,Tensor,cuda:0,torch.float32,128,128,True,0.050785,0.013140,0.026972,0.014822,0.115107,398.379312,ok
1779694000.2742808,0,layer2.1.conv1.weight,Tensor,cuda:0,torch.float32,128x128x3x3,147456,True,0.293335,0.018909,4.606463,0.029882,4.961077,398.379312,ok
1779694000.274458,0,layer2.1.bn1.weight,Tensor,cuda:0,torch.float32,128,128,True,0.085060,0.021625,0.028795,0.013864,0.169771,398.379312,ok
1779694000.2745843,0,layer2.1.bn1.bias,Tensor,cuda:0,torch.float32,128,128,True,0.053870,0.014029,0.029114,0.012747,0.121335,398.379312,ok
1779694000.2747016,0,layer2.1.bn1.running_mean,Tensor,cuda:0,torch.float32,128,128,True,0.051097,0.013028,0.027323,0.011277,0.112504,398.379312,ok
1779694000.2748144,0,layer2.1.bn1.running_var,Tensor,cuda:0,torch.float32,128,128,True,0.049641,0.012610,0.026333,0.010950,0.108953,398.379312,ok
1779694000.280046,0,layer2.1.conv2.weight,Tensor,cuda:0,torch.float32,128x128x3x3,147456,True,0.197534,0.019300,4.970197,0.027255,5.226824,398.379312,ok
1779694000.2802298,0,layer2.1.bn2.weight,Tensor,cuda:0,torch.float32,128,128,True,0.085494,0.021985,0.030794,0.023128,0.177107,398.379312,ok
1779694000.2803617,0,layer2.1.bn2.bias,Tensor,cuda:0,torch.float32,128,128,True,0.057084,0.014862,0.027482,0.011764,0.123193,398.379312,ok
1779694000.2804801,0,layer2.1.bn2.running_mean,Tensor,cuda:0,torch.float32,128,128,True,0.051430,0.013494,0.027380,0.010933,0.114089,398.379312,ok
1779694000.2806044,0,layer2.1.bn2.running_var,Tensor,cuda:0,torch.float32,128,128,True,0.050124,0.014015,0.027049,0.014929,0.119879,398.379312,ok
1779694000.290609,0,layer3.0.conv1.weight,Tensor,cuda:0,torch.float32,256x128x3x3,294912,True,0.526312,0.021467,9.392680,0.047029,10.000412,398.379312,ok
1779694000.2907991,0,layer3.0.bn1.weight,Tensor,cuda:0,torch.float32,256,256,True,0.087807,0.022415,0.041100,0.013356,0.182109,398.379312,ok
1779694000.2909386,0,layer3.0.bn1.bias,Tensor,cuda:0,torch.float32,256,256,True,0.058223,0.014991,0.036419,0.012416,0.133792,398.379312,ok
1779694000.2910786,0,layer3.0.bn1.running_mean,Tensor,cuda:0,torch.float32,256,256,True,0.051560,0.014896,0.037361,0.019910,0.135112,398.379312,ok
1779694000.2912097,0,layer3.0.bn1.running_var,Tensor,cuda:0,torch.float32,256,256,True,0.052006,0.014164,0.035862,0.011030,0.123603,398.379312,ok
1779694000.3105245,0,layer3.0.conv2.weight,Tensor,cuda:0,torch.float32,256x256x3x3,589824,True,0.921662,0.026286,18.274054,0.073819,19.309872,398.379312,ok
1779694000.3107288,0,layer3.0.bn2.weight,Tensor,cuda:0,torch.float32,256,256,True,0.097350,0.023620,0.038669,0.018064,0.196384,398.379312,ok
1779694000.3108728,0,layer3.0.bn2.bias,Tensor,cuda:0,torch.float32,256,256,True,0.057696,0.017946,0.036015,0.013696,0.138305,398.379312,ok
1779694000.311003,0,layer3.0.bn2.running_mean,Tensor,cuda:0,torch.float32,256,256,True,0.052397,0.014123,0.037260,0.011673,0.125795,398.379312,ok
1779694000.311141,0,layer3.0.bn2.running_var,Tensor,cuda:0,torch.float32,256,256,True,0.058024,0.017333,0.037131,0.011158,0.133811,398.379312,ok
1779694000.313388,0,layer3.0.shortcut.0.weight,Tensor,cuda:0,torch.float32,256x128x1x1,32768,True,0.098514,0.015915,2.085360,0.029712,2.242868,398.379312,ok
1779694000.3135746,0,layer3.0.shortcut.1.weight,Tensor,cuda:0,torch.float32,256,256,True,0.085365,0.021481,0.041030,0.014191,0.178372,398.379312,ok
1779694000.313709,0,layer3.0.shortcut.1.bias,Tensor,cuda:0,torch.float32,256,256,True,0.055810,0.014686,0.036165,0.011514,0.129226,398.379312,ok
1779694000.3138402,0,layer3.0.shortcut.1.running_mean,Tensor,cuda:0,torch.float32,256,256,True,0.051325,0.017265,0.036964,0.011242,0.126683,398.379312,ok
1779694000.3139641,0,layer3.0.shortcut.1.running_var,Tensor,cuda:0,torch.float32,256,256,True,0.051344,0.013287,0.035029,0.010656,0.120027,398.379312,ok
1779694000.3325546,0,layer3.1.conv1.weight,Tensor,cuda:0,torch.float32,256x256x3x3,589824,True,0.703108,0.021640,17.772299,0.075355,18.585620,398.379312,ok
1779694000.332758,0,layer3.1.bn1.weight,Tensor,cuda:0,torch.float32,256,256,True,0.096141,0.023114,0.040458,0.018231,0.195914,398.379312,ok
1779694000.3329003,0,layer3.1.bn1.bias,Tensor,cuda:0,torch.float32,256,256,True,0.057054,0.015880,0.036823,0.015141,0.137189,398.379312,ok
1779694000.3330326,0,layer3.1.bn1.running_mean,Tensor,cuda:0,torch.float32,256,256,True,0.052701,0.014346,0.035834,0.011776,0.126003,398.379312,ok
1779694000.333163,0,layer3.1.bn1.running_var,Tensor,cuda:0,torch.float32,256,256,True,0.051765,0.017563,0.035679,0.010862,0.126210,398.379312,ok
1779694000.351769,0,layer3.1.conv2.weight,Tensor,cuda:0,torch.float32,256x256x3x3,589824,True,0.823157,0.029341,17.658489,0.075831,18.601331,398.379312,ok
1779694000.3519745,0,layer3.1.bn2.weight,Tensor,cuda:0,torch.float32,256,256,True,0.100602,0.023826,0.038745,0.013985,0.196883,398.379312,ok
1779694000.3521085,0,layer3.1.bn2.bias,Tensor,cuda:0,torch.float32,256,256,True,0.055361,0.014380,0.036343,0.012175,0.129458,398.379312,ok
1779694000.3522353,0,layer3.1.bn2.running_mean,Tensor,cuda:0,torch.float32,256,256,True,0.051822,0.013822,0.035065,0.011324,0.121964,398.379312,ok
1779694000.3523657,0,layer3.1.bn2.running_var,Tensor,cuda:0,torch.float32,256,256,True,0.050265,0.013224,0.035565,0.018022,0.126675,398.379312,ok
1779694000.390015,0,layer4.0.conv1.weight,Tensor,cuda:0,torch.float32,512x256x3x3,1179648,True,1.498763,0.024163,35.930114,0.171421,37.642731,398.379312,ok
1779694000.390402,0,layer4.0.bn1.weight,Tensor,cuda:0,torch.float32,512,512,True,0.187811,0.061886,0.058717,0.022897,0.371725,398.379312,ok
1779694000.390563,0,layer4.0.bn1.bias,Tensor,cuda:0,torch.float32,512,512,True,0.064739,0.017257,0.044457,0.013385,0.153856,398.379312,ok
1779694000.3907032,0,layer4.0.bn1.running_mean,Tensor,cuda:0,torch.float32,512,512,True,0.054158,0.014239,0.044181,0.011427,0.134950,398.379312,ok
1779694000.3908439,0,layer4.0.bn1.running_var,Tensor,cuda:0,torch.float32,512,512,True,0.053162,0.013083,0.043679,0.016385,0.136545,398.379312,ok
1779694000.4799502,0,layer4.0.conv2.weight,Tensor,cuda:0,torch.float32,512x512x3x3,2359296,True,2.251303,0.033779,86.287261,0.505453,89.100787,398.379312,ok
1779694000.4805396,0,layer4.0.bn2.weight,Tensor,cuda:0,torch.float32,512,512,True,0.327693,0.080276,0.072081,0.024443,0.566123,398.379312,ok
1779694000.4807138,0,layer4.0.bn2.bias,Tensor,cuda:0,torch.float32,512,512,True,0.067441,0.019450,0.048060,0.013528,0.165720,398.379312,ok
1779694000.4808602,0,layer4.0.bn2.running_mean,Tensor,cuda:0,torch.float32,512,512,True,0.055086,0.015840,0.046817,0.012823,0.140785,398.379312,ok
1779694000.4810064,0,layer4.0.bn2.running_var,Tensor,cuda:0,torch.float32,512,512,True,0.055524,0.016622,0.047061,0.011570,0.141519,398.379312,ok
1779694000.487314,0,layer4.0.shortcut.0.weight,Tensor,cuda:0,torch.float32,512x256x1x1,131072,True,0.245278,0.031850,5.963326,0.048184,6.302718,398.379312,ok
1779694000.487578,0,layer4.0.shortcut.1.weight,Tensor,cuda:0,torch.float32,512,512,True,0.138849,0.030315,0.043668,0.018811,0.256033,398.379312,ok
