model,round_index,round_type,threshold,quant_mode,layer_name,layer_key,backend,step,shape,numel,payload_length,quant_bits_layer,quant_mode_layer,fallback_reason
resnet50,0,round0,262144,8,layer1.2.bn2.bias,layer1.2.bn2.bias|torch.float32|64,cpu_batch,,64,64,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer1.2.conv3.weight,layer1.2.conv3.weight|torch.float32|256x64x1x1,cpu_batch,,256x64x1x1,16384,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer1.2.bn3.weight,layer1.2.bn3.weight|torch.float32|256,cpu_batch,,256,256,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer1.2.bn3.bias,layer1.2.bn3.bias|torch.float32|256,cpu_batch,,256,256,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.conv1.weight,layer2.0.conv1.weight|torch.float32|128x256x1x1,cpu_batch,,128x256x1x1,32768,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.bn1.weight,layer2.0.bn1.weight|torch.float32|128,cpu_batch,,128,128,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.bn1.bias,layer2.0.bn1.bias|torch.float32|128,cpu_batch,,128,128,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.conv2.weight,layer2.0.conv2.weight|torch.float32|128x128x3x3,cpu_batch,,128x128x3x3,147456,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.bn2.weight,layer2.0.bn2.weight|torch.float32|128,cpu_batch,,128,128,0,,,below_cuda_min_numel_or_gate
resnet50,0,round0,262144,8,layer2.0.bn2.bias,layer2.0.bn2.bias|torch.float32|128,cpu_batch,,128,128,0,,,below_cuda_min_numel_or_gate
